    -1.22542,     2.74775,  -0.0168272,    0.954257,  -0.0871405,    0.337818,           0,-0.507077,0.0198929,0.00941574,-0.00290758,0,0.00990285,-0.000125664,
    -1.22542,     2.74775,  -0.0168272,    0.954257,  -0.0871405,    0.337818,           0,-0.507077,0.0198929,0.00941574,-0.00290758,0,0.00990285,-0.000125664,
    -1.22542,     2.74775,  -0.0168272,    0.954257,  -0.0871405,    0.337818,           0,-0.507077,0.0198929,0.00941574,-0.00290758,0,0.00990285,-0.000125664,
    -1.22542,     2.74775,  -0.0168272,    0.954257,  -0.0871405,    0.337818,           0,-0.507077,0.0198929,0.00941574,-0.00290758,0,0.00990285,-0.000125664,
    -1.22542,     2.74775,  -0.0168272,    0.954257,  -0.0871405,    0.337818,           0,-0.507077,0.0198929,0.00941574,-0.00290758,0,0.00990285,-0.000125664,
    -1.22542,     2.74775,  -0.0168272,    0.954257,  -0.0871405,    0.337818,           0,-0.507077,0.0198929,0.00941574,-0.00290758,0,0.00990285,-0.000125664,
    -1.22542,     2.74775,  -0.0168272,    0.954257,  -0.0871405,    0.337818,           0,-0.507077,0.0198929,0.00941574,-0.00290758,0,0.00990285,-0.000125664,
    -1.22542,     2.74775,  -0.0168272,    0.954257,  -0.0871405,    0.337818,           0,-0.507077,0.0198929,0.00941574,-0.00290758,0,0.00990285,-0.000125664,
    -1.22542,     2.74775,  -0.0168272,    0.954257,  -0.0871405,    0.337818,           0,-0.507077,0.0198929,0.00941574,-0.00290758,0,0.00990285,-0.000125664,
    -1.22542,     2.74775,  -0.0168272,    0.954257,  -0.0871405,    0.337818,           0,-0.507077,0.0198929,0.00941574,-0.00290758,0,0.00990285,-0.000125664,
    -1.22542,     2.74775,  -0.0168272,    0.954257,  -0.0871405,    0.337818,           0,-0.507077,0.0198929,0.00941574,-0.00290758,0,0.00990285,-0.000125664,
    -1.22542,     2.74775,  -0.0168272,    0.954257,  -0.0871405,    0.337818,           0,-0.507077,0.0198929,0.00941574,-0.00290758,0,0.00990285,-0.000125664,
    -1.22542,     2.74775,  -0.0168272,    0.954257,  -0.0871405,    0.337818,           0,-0.507077,0.0198929,0.00941574,-0.00290758,0,0.00990285,-0.000125664,
    -1.22542,     2.74775,  -0.0168272,    0.954257,  -0.0871405,    0.337818,           0,-0.507077,0.0198929,0.00941574,-0.00290758,0,0.00990285,-0.000125664,
    -1.22542,     2.74775,  -0.0168272,    0.954257,  -0.0871405,    0.337818,           0,-0.507077,0.0198929,0.00941574,-0.00290758,0,0.00990285,-0.000125664,
    -1.22542,     2.74775,  -0.0168272,    0.954257,  -0.0871405,    0.337818,           0,-0.507077,0.0198929,0.00941574,-0.00290758,0,0.00990285,-0.000125664,
    -1.22542,     2.74775,  -0.0168272,    0.954257,  -0.0871405,    0.337818,           0,-0.507077,0.0198929,0.00941574,-0.00290758,0,0.00990285,-0.000125664,
    -1.22542,     2.74775,  -0.0168272,    0.954257,  -0.0871405,    0.337818,           0,-0.507077,0.0198929,0.00941574,-0.00290758,0,0.00990285,-0.000125664,
    -1.22542,     2.74775,  -0.0168272,    0.954257,  -0.0871405,    0.337818,           0,-0.507077,0.0198929,0.00941574,-0.00290758,0,0.00990285,-0.000125664,
    -1.22542,     2.74775,  -0.0168272,    0.954257,  -0.0871405,    0.337818,           0,-0.507077,0.0198929,0.00941574,-0.00290758,0,0.00990285,-0.000125664,
    -1.22542,     2.74775,  -0.0168272,    0.954257,  -0.0871405,    0.337818,           0,-0.507077,0.0198929,0.00941574,-0.00290758,0,0.00990285,-0.000125664,
    -1.22542,     2.74775,  -0.0168272,    0.954257,  -0.0871405,    0.337818,           0,-0.507077,0.0198929,0.00941574,-0.00290758,0,0.00990285,-0.000125664,
